userid, openness, agreeableness, emotional_stability, conscientiousness, extraversion, assigned metric, assigned condition, is_personalized, enjoy_watching ,Avg_Movie_Rating
f2bb07ee54b82f34f3f9f301115ffdf4,5.5,2.5,6,1.5,5, popularity, high,4,4,4.907729669
6a44e28c031ba1973e72128115d366a1,5,4,5.5,6.5,4.5, serendipity, high,3,3,4.950526691
bf890d150918b84edb187116a8dcf447,4.5,3.5,4.5,4,4.5, popularity, medium,3,4,4.630769612
9f68df39ffc49af223d13cfc11572338,5.5,5.5,6,5.5,2, all, default,3,4,4.517059272
ba6622414cd86ced4ae40451c1c2bacf,6,2,3.5,6,2.5, diversity, medium,4,4,4.241890243
11bbd379219bf4746186627dfb4a6ab1,4.5,4.5,2,5,2.5, all, default,4,5,4.698263528
e94e5b12366081b7bf9b371f9b94ebb7,4.5,4.5,4.5,3.5,3.5, popularity, medium,4,4,4.102155032
a4210d69706732fd665e475a923c5222,6.5,5.5,7,5.5,3, diversity, low,4,4,4.165244003
a75696f96d8d419872f52465e12f1ca8,6,3.5,1.5,4.5,6, popularity, low,2,3,4.374465731
901a7e1fb2504b818124b24771d4c126,2.5,2.5,5,4.5,4.5, popularity, medium,4,4,3.726888583
4c81f477718976815259e78430813d23,4,4.5,4.5,6.5,1.5, serendipity, high,4,4,4.256523469
a926a205e7fe6500b149dbcefb929bc6,6.5,4.5,5.5,6,2.5, serendipity, high,2,3,4.429287969
2f0f2a1e990f72fea9a73df8e227ff07,6,3,4,2.5,4, popularity, high,2,3,3.921680167
54f4628eb1a5db6fa1bfaee4b0c03e96,5.5,4,5,5.5,2.5, diversity, high,3,4,4.574523192
07fca3a4e62bd91d8a27ee3ad3744044,6,5,5.5,6.5,3.5, serendipity, high,4,4,4.349065165
de0b088b5af4525d39cb9136887f95d9,4.5,4,6,4,3, serendipity, medium,3,5,4.833011136
fc0c2102480e72b1f4bb5f651b2385f2,4.5,4.5,5.5,4,1, popularity, high,3,4,4.174134071
4cf755cd3340dcd268c7b225e5271e9c,5,2,3.5,4,1.5, popularity, low,4,2,4.524136552
4de97fd7fc4d4de741cb4f4c5e4ddff2,5.5,4,6.5,6,5.5, all, default,4,4,4.493889333
bdce55e7b1af6180c52f909db8ecf401,5,5,5,4.5,2.5, serendipity, medium,2,4,4.35814779
b971ab93ce0e09d7477058f0480c3d24,5.5,2,6,6,2, serendipity, medium,4,4,4.11366018
712dc67c9ca4635f3e77038f6a936691,5,1,3.5,3.5,3.5, diversity, high,3,2,4.314393607
90b48af4ca1b43f66d9f8db28853d62f,5,4,6.5,5.5,1.5, diversity, low,1,2,4.390239225
a9f802ec45b1956307f180e4adee43ec,6,4.5,3.5,2.5,6, serendipity, low,4,4,4.394543035
d337ada608f27aaf86107a5113b80da2,5,4,7,5.5,2.5, serendipity, high,3,4,4.70013649
522db5b4462924326d7a2c88d2885a47,6,4,4.5,4.5,6, diversity, low,4,5,4.258372109
7b6440fc5b34801be1b47f2a64bb7c45,5.5,3.5,2,5,2.5, all, default,2,3,4.399794969
4fe8830c50718dfeeadf86cdb7faa69a,6.5,4.5,4.5,4,4.5, diversity, high,2,3,4.7213669
25b91ccb04acf0cc51334741955ca887,5.5,5,3,4.5,3, popularity, high,3,4,3.897340053
451c4d4215fc85f86f91bddd5698f91f,6.5,5.5,6,6,3.5, all, default,3,4,4.472192234
290c3c28c88ee1055efd26e366cb4264,6,3.5,6,5,3, popularity, low,1,2,4.30101358
54a57fd478a585cbc82eeaf56d61a23b,7,4,7,6,7, serendipity, low,2,5,4.319483318
ba2556d5acfa8e942d6d9daff1d3cdf4,6,4,3,6,6, serendipity, medium,2,3,4.295314228
52b23c1dc781e98dcb3265e974ba9e05,5.5,4.5,4.5,4.5,3.5, popularity, low,3,4,4.330140001
94ce6ef7789cbcd1dab733ce01c4833f,5,3.5,3.5,4,4, serendipity, high,2,3,4.387002968
e260d1513f6068a21ccde07599738db0,6,7,4.5,6,6, serendipity, low,2,2,4.999707361
b3e3e17c4942a528fa74bf0ef4928eb8,5.5,3.5,5,4.5,5.5, all, default,3,4,4.354763586
c8ec05f9de252c5e308a8449ba674d25,6,6.5,7,5,3, all, default,4,4,4.354763586
e7e7127a46b6d41cc731d173e31b5752,5.5,4.5,4,5.5,5.5, popularity, high,4,3,4.853399851
12f0fe1f25f4d80a23695949014e8954,7,4.5,6.5,7,1, all, default,2,1,4.836047329
d3a708ca6f5276e6142560420999b5d8,5.5,6,2.5,3,3, diversity, high,4,4,4.657052256
bc9d108419ac2600fbafc46272ce1f2a,5,4.5,6.5,5,5, popularity, high,1,1,4.127283149
437656adfa98cec53ea735315ed3063f,7,1.5,6,3.5,4.5, diversity, high,4,5,4.15932841
be855df6805c42f788b56e5878294a5d,4,6.5,5,6.5,2, all, default,4,4,4.612870658
7fbde40dafeec52c95d133f7d9797b0b,5.5,7,5.5,6,2.5, popularity, medium,4,5,4.519894223
9d2edc56b4025427f498df095c016bf0,5.5,2.5,5.5,6.5,4.5, diversity, medium,1,4,4.199722223
612778b64850364f9f3f6a8229ff6eca,5.5,2.5,5,6,3, serendipity, low,2,2,4.145113918
fccf6590472f367e99370f7e39bf1e71,5.5,3,5.5,5.5,2, serendipity, medium,3,3,4.233719472
cc2c8866fd33e1136a6fe3c7f183bfbd,5.5,4,4,6,4.5, diversity, low,1,2,4.593944667
d1dd7fb9353fb9085e7b0ba0431dec36,2.5,2,5.5,5.5,1, diversity, medium,3,3,4.675365011
a6f0eef498240fc633c90052eaabb845,6,5,5.5,5,4, all, default,2,2,5.018189047
8803fc218524ef17940b9261610e867f,4.5,3,4.5,6,4.5, popularity, medium,2,1,4.047003974
c9bc34ab9c6b3b38ed83b8dbb6d96b19,6,4.5,3.5,6,6, serendipity, medium,2,2,4.761426426
6cd6b8b2301ecf5a4245e6c862e89f4e,4,3,3.5,2.5,2, diversity, low,3,4,4.023745798
341c509e658c6b21233a7eeaa74e62a8,4.5,5.5,5.5,5,3.5, serendipity, medium,4,5,4.705026997
da20cbe56b055831cb85b3266359f119,6.5,6,6,4,4, all, default,4,4,4.898736902
ddbf042197946fa577dd219d36f1d22f,7,4,4,7,4, all, default,3,3,4.898736902
9f50b7ac799ab771293044d5f5f27739,5.5,4,3.5,5.5,4, all, default,3,2,4.18184457
e13af3fffe5dee59f6233806ad5e323f,4,6,5,5,3, popularity, high,2,2,4.488709665
790aa153c3125b598592f96b28574a97,6,2.5,3.5,1.5,2, diversity, medium,2,3,3.647210425
7572118c43c3bf5a91ec7c1fb7dfbd64,5.5,4,4.5,5,2.5, serendipity, low,4,4,4.211564056
3cd0d08a87e4f5daa097325f92146ead,4,2.5,2.5,3,2.5, popularity, medium,3,4,4.847246203
7fdbd7e1fe4c45551879df703c49d529,7,3,4,6,3.5, all, default,3,4,4.12975976
56b3781de251f66109ef7f973632f870,3.5,4.5,3.5,3.5,4, diversity, low,4,4,4.980793726
4404f0dcbaa48eb84d53abf85a6534d7,6,5,1.5,2,4.5, popularity, low,2,4,4.596222799
cc0a97860b4b4615481eade991124c04,6,5.5,5.5,6,5, all, default,5,4,4.14836808
124b76ea7eb5f12426f031f4bf26213f,6.5,4.5,5,5,4, all, default,4,4,4.738083277
57ca05573d768e0b86c4ed906485ab11,5.5,3,3.5,5,2.5, all, default,4,3,4.514691543
473665c47abe7cf9547965e88fc493e7,5.5,5.5,3.5,3,3, serendipity, low,3,3,4.38929872
8fbaa7520b0fdd7033aede2156a87ac2,5.5,4.5,4,4.5,2.5, serendipity, low,4,4,4.38929872
e51bb47c575f97cd6e0dcd2714bc40d2,5,4.5,5.5,5.5,4, serendipity, medium,3,3,3.727806407
58f308c4c169a209545332410157f3de,4.5,4,5,4,2.5, diversity, high,3,4,4.123719258
ea4734eb95ee46f675d5768919930cc2,6,4.5,3,5.5,4, all, default,3,4,4.842311179
840386f9246e516d00532b408823a9f9,6,4,6,7,5.5, serendipity, high,4,4,3.882319958
93877243a753b9448d522d016dac6a00,5,3.5,6,6.5,4, diversity, high,1,2,4.324836872
1d40e4fb3c8242cc462ac09ebae4d3ed,3,2,4.5,5.5,1.5, diversity, medium,3,3,4.562270123
323dfe328f333f9a936f795317505492,7,3,2.5,6.5,3, popularity, medium,3,3,3.183855225
c52fb07e0418dd2e86b91262ddc4d5e0,6,4.5,5.5,5,6, diversity, medium,4,5,4.471662662
2a0994b059f90d3da093e30a52425c2e,6,6.5,5.5,4,6.5, all, default,3,4,3.872668403
cc542d14d81096bc9202771a5fd476ba,4.5,3.5,5,4,2.5, diversity, high,4,4,4.397140933
16e3284c088279d184ae3d3b1c90d547,2.5,6,6.5,6.5,3, diversity, low,2,2,4.366793982
5d1ba4e5b65ca9e9f5667139785dea54,5,4,4.5,6,1.5, serendipity, low,3,4,4.346469365
e928c7c74d3bc37713af553d49c8dd4e,6.5,4,5,4,3.5, popularity, low,2,3,4.326575135
e2e678a2f28d79d56a30234664ab7470,2.5,6,6.5,6.5,1, all, default,4,4,4.272078617
64850d474fa7c8d3256286806122357a,6,5,4.5,4,2, all, default,3,4,4.589091333
e6acd2b471521e86ab2e8a740b42696e,4,3,2.5,4.5,2.5, serendipity, medium,2,2,4.402216995
edf3cb1c9dd61b6ea6b9b7573cfb072b,5.5,5.5,6,6,2, serendipity, medium,1,3,3.821224872
fd74b92fb6dbea16a0910160a15fc656,6,7,6.5,7,5, popularity, high,1,4,3.895615941
179274d4f5b9275e290f059fc1dbd0d8,7,4,6,6,3, all, default,3,3,4.61733788
34aae840d9ec0a93d9b636d597dcefef,6.5,5,5,4,3.5, popularity, high,4,4,4.568094672
c7b1de046b9638de896f64adc484c647,4.5,6,6.5,5,4, serendipity, low,5,5,4.730955337
ef620945e76dc4be2b3dc8cc896e93af,5,3.5,6.5,7,2.5, serendipity, high,3,3,4.752925965
abfe7b92d8baa66db88a188133f7aa55,6.5,4.5,1.5,2.5,4.5, serendipity, high,2,4,5.072073449
b06b24ebb260c90872c2e1964b9e6c6b,6.5,5.5,4,6,4, diversity, medium,4,5,3.88186009
fc3e3e39a10fe337c5f0e8b982aa9493,7,4,5,6.5,3.5, serendipity, high,2,3,4.137917908
91d51748b418c1fc87792716f19a900f,6.5,4,3,3,3, serendipity, high,4,4,4.175949153
fe563568306afb1277a4faedbf53a3c5,3.5,3.5,5,3,2, serendipity, high,4,4,4.39514836
88f3b47a49ba404151bb30ef6f4aae09,4.5,6.5,4,6,3, popularity, high,3,4,4.201493291
00fa91e202f5e48aa34c05d97867fa74,6.5,3.5,3,5,5, serendipity, medium,4,4,4.165426488
6ccd8023ca32283eec091cfa77e036af,5.5,3.5,4,4.5,3.5, popularity, high,3,3,4.247669027
e6c8e0e085aff915b4f23e3e9b56a6ee,7,2.5,4,6.5,3, popularity, high,4,4,4.367059163
442b140dfa01027782abd1b90c010eaf,4,6,7,4.5,1, diversity, medium,2,2,4.308878164
781da2824c379ab4f4a105299de12cf1,5.5,1.5,3.5,1,1, popularity, medium,4,1,3.733930435
5adf561059d86e52f7fd9d01d77d61e8,6,3.5,5,6,5, serendipity, medium,3,4,4.288236449
7cfe973cfd3353ecacc3ec1e53a1c5ea,4.5,3,5,3,2, all, default,4,5,4.357790214
ce044e60f703e4789957e94a1119407e,5.5,3,5.5,4,4.5, serendipity, high,4,4,4.354842678
9290682f681ea0a77b056a904970d3e0,2,3,4,6,1.5, all, default,5,5,4.283624904
1c17226f9644cac9f9a125cb6427773a,5.5,6.5,6.5,6,4.5, popularity, medium,3,3,3.938637433
5e5edbe144164fed5b8670f1708adc73,6,4,2.5,5,2.5, diversity, high,3,4,4.145224497
824a2867b48467d025906445b556276f,5,4.5,5.5,5,6, popularity, high,3,3,4.191831903
3faa088936bada91b9328d7df96b224c,4.5,3,4,5,4, diversity, low,4,4,4.286954973
9508e33efe2f3b9bb4709c4998fc38b4,5,4.5,3,5.5,1, serendipity, high,4,4,3.830805802
3b526bdf648c87105b4171f7ee1c1f0b,4,4,4,4,4, serendipity, medium,3,1,4.159476137
c6c3ff402d1a4290a155a1bf987802df,4,6,6.5,3,1, popularity, high,4,4,4.287336964
1a39a2e5908c5960083975b25063cbac,6,4,4,5.5,3.5, serendipity, high,3,2,4.48858442
505c36b356580603160187fd74e95ccb,4.5,1.5,7,7,1, serendipity, low,4,4,4.335457856
830f7404850f7e28ec2ce2fd10a4bd76,3,4,1,4.5,5, serendipity, high,4,3,4.385755156
2cc76d37bb0c69aea5c0429fc2148b57,5,5,6,5.5,4, diversity, high,5,5,4.600752273
5de53e211da9a55194f63cc252a72c29,4,3.5,4.5,6,1, serendipity, low,3,4,4.664585098
b28da6efb0b0714622517ee4f19c61b0,5.5,3.5,2.5,5.5,2, popularity, low,2,4,4.417486571
c7195da36e6b78fa2d6de644f04648fd,6,4.5,5.5,3.5,2, popularity, low,5,4,4.417486571
54387b5f36dbf14de7093ff59b2db13c,5,5,4.5,5,5, diversity, low,5,5,4.363712341
0dac6bee9ca4779135e3ff88c45c73e5,4,4.5,4,5.5,4.5, all, default,4,4,4.289023274
dda12d420187937de1e6769080e777c7,5.5,4.5,6,6,4.5, diversity, medium,4,4,3.612744849
37f3715201befb6806e037aecbc5d0db,6,4.5,3,3.5,4.5, diversity, low,4,4,4.216401092
9934ceac6d1307ce925bb71575a0f578,4.5,4.5,6,5.5,1, all, default,3,5,5.034188961
7646c9beab10bbae207c543e590d73eb,7,6,6,4.5,5, serendipity, medium,2,2,4.174029604
22be10745145c174c977c11cdcdb13d8,5,3.5,2,2.5,2, serendipity, high,4,4,4.153647276
09c249d552a0a3fabd1ada6a8e4a235e,2,3.5,5,5,2, serendipity, high,1,2,4.238046002
3e7cd07b3124eda5113b8de1acb0857d,4.5,4,3.5,4,3, serendipity, medium,1,4,3.780816224
75a54727bffcbbb561da9d3eb604f28e,5.5,4,3.5,4,5, serendipity, medium,1,1,3.780816224
7a2697a19a5c1523dd90223b374ffd03,4.5,4,4,5,4, all, default,2,2,4.244408585
6c5d124eddd0219b81c8ac758464e25b,5,4.5,3,3,3, popularity, high,1,1,4.00500619
49410c432fb3c71b598f002d88467ac7,4.5,3.5,3,4.5,3.5, diversity, low,3,3,4.17344594
76f68219069bfbb18f29d508d394f8a4,5,5,3.5,6,2.5, popularity, high,1,4,4.289115204
b907feed50762a0a68d150a4a5a876fb,6,4.5,5,4.5,5, serendipity, medium,3,5,4.374586681
8b595f18e622a12adb4c90ead5308b52,5,3.5,4,5.5,1, diversity, low,2,3,4.006571538
8970bb460141c5bae4e921d84c4c6a1b,4,4.5,2.5,6,2.5, serendipity, low,1,2,3.711071658
0160f8c5607073505cb7be7157136a1b,5,3,5.5,4.5,4.5, serendipity, high,3,4,4.485549189
f82b3cff935c60961b91b11398ccf11f,6,4,5.5,4,4.5, popularity, high,2,4,3.994986865
2e5e394fabcf87b202187c5b8c404cd5,4,4,5.5,3.5,2.5, diversity, medium,4,4,4.134416866
6c34fc2f3eddc09ac522bb10bfc1490c,5.5,4,4.5,4,3, serendipity, high,4,4,3.731401432
82a5abf473c07ceba623eac2950cf4fd,5,4.5,4.5,4.5,5, diversity, low,4,4,4.286443754
7d3db4ee0ff68aee6b927acb6b164e1c,5,3.5,5.5,5,4, diversity, high,4,4,4.691419596
18f736a7b33dcf28f7b88a0975b24fc6,5,5.5,3.5,3,5, diversity, high,2,3,4.291851627
0cbb4f9abfc468b25c20e6a9abd586c0,5.5,3.5,1.5,1.5,2.5, diversity, medium,3,3,4.687321324
952945bc5d7ce9d0c932803ca4e5155c,5,4,4,4.5,4.5, popularity, low,4,4,4.058028847
2e6aa1786bdd839b958a41e819587d10,6,3.5,7,2.5,4, diversity, medium,1,4,4.723243917
468ae829a9ae4af452b4f640aa309d54,4.5,6,2,1.5,5, popularity, medium,4,4,4.327959008
4ad5ce091d6536b31c900d1c1a67bb44,5,4,3.5,3,4.5, serendipity, high,4,5,4.619193853
a3aebc894c33682195db65bb5ebe6de9,6.5,6.5,4,4.5,1, diversity, low,4,4,4.477902773
17f1456176de4660eac94fe881b2c8f9,5,3.5,5.5,3.5,3, popularity, medium,2,4,5.153260471
c3bf53778ff0dc9cb11f351a0e3957bf,5.5,3,4,4.5,4.5, diversity, medium,4,5,4.260392941
bd40e4bd7c3fd394cfe926660335b391,4.5,5,4.5,5.5,4, diversity, high,4,4,4.303590925
4961201988717d488bf4999d6b0063cc,6,4.5,2.5,2.5,4.5, all, default,3,2,3.022284124
c69ca4fa0e903f97850bb81537c7a8cb,5.5,5.5,3,3.5,6, serendipity, medium,2,4,4.336099844
a3d6de83682cba1cce05d2573e3e4faa,4,4,3.5,4,4.5, serendipity, low,2,2,3.941981333
7360e5758529f8ddfc3108720bab4492,7,4,3.5,3.5,6.5, popularity, high,1,2,4.732417486
a57a8a1178b3e2f02bbc4b8a26504d78,5,3.5,3.5,3,6, popularity, medium,2,5,4.457987439
65b7c109bd0dd14d01f4b3593c42db03,7,3,6,3.5,2.5, all, default,3,4,4.213093303
4dfc681ee71ee7021efca4ad7527ccfb,4,6.5,3,2.5,1, popularity, high,4,4,5
33d29f1cb1f0f1eed32b8a5bb4c58f58,4.5,3,4.5,5,1, popularity, low,4,4,4.232018579
ec1f0d96ed283e369c84a5bc7f4cc0c6,6,4,3.5,3.5,4.5, serendipity, high,4,4,4.469809998
ddd4f86cd0f978e85155cfa6c9f94e0c,7,7,1.5,2.5,6, popularity, high,1,5,4.895059228
5bfd4da7261b30c66f52535e6b715001,5.5,5.5,5.5,5.5,5, diversity, low,2,2,4.764700775
c2af999c5400fa5d6f75a70ec2ce7a6d,5,3.5,4,5,3, diversity, high,3,3,4.567589463
337bac357517bc3608e10ec1b481d94d,4,5,4,7,2, serendipity, medium,3,3,3.56510529
eb5d6596dec3ea9c7a0c8f4150f0d7ca,5.5,3,4.5,5,1.5, diversity, medium,3,3,4.375873525
b0d4e298ddde788a50a41d7ca1b03f61,6.5,6.5,3.5,5.5,1.5, popularity, high,4,4,4.164417241
8d3892028ce5fc8ceafd99af4ee87424,5,4.5,2.5,4.5,2.5, serendipity, medium,3,4,3.953746036
f83d6c4c7733f8fb6ffa982bfb7ec494,5.5,4.5,6,5.5,4.5, diversity, medium,4,4,4.486040408
59152f2397f7a8586684359fa987924a,5,3,5,2,2, serendipity, medium,4,5,4.451650849
c8e7cc901691e1af1acca7bd18008748,6,6.5,4.5,6,1.5, popularity, low,2,2,4.794453797
8e6ac4f844aceec0f72a5f806d596ef4,5,4,5.5,7,1.5, serendipity, medium,2,2,4.407313376
a212e4171f5f98e0de4b22432652b5db,6.5,4,6,5,4, diversity, high,1,2,4.396589401
8c21bc953eda8142be227e9d0cc13b25,6.5,4,6.5,4,1, all, default,2,5,4.449343473
093fa6f0e8ec960bf3ca9c35ba7f02a4,6.5,3,4.5,4,4.5, diversity, low,3,4,4.530123666
1e0f46574ba3b74c9b10b1cfde998eb6,5,4.5,6.5,5,1, diversity, medium,4,4,4.859943881
d0d3965c9b645c0aaa45778a76526376,4.5,5.5,4.5,5,4.5, serendipity, high,3,4,4.425086241
afbc62ea4dfb916d77a05aa48c067df5,4.5,4,4,2.5,2, diversity, medium,3,3,4.764900608
53fa9c273cb0cbea4e4082857ba62bae,6,2,4.5,5.5,2.5, serendipity, low,5,5,4.304820863
59024d1c6af2dcab23a81a3a3f8a13ff,4,4,2,6,5.5, popularity, low,2,2,4.155358624
891ff99a80aa51ea7d525ec06d9bb0fb,5,4,5.5,4.5,4.5, diversity, medium,4,4,4.387994428
b146ac7210ec0a4f811452907eb4f252,5,6,4.5,5.5,3, popularity, medium,3,4,4.574078465
c4d886abab957246da1efa51ff1fcd7d,6,4,3.5,2,5, serendipity, medium,2,3,3.896304217
022bd2b0584bbf5e4c2d85ed60b3fa16,5.5,4,5,3.5,4, all, default,4,4,4.66608002
0917f14e9f9215c628dde32e653bfa21,5.5,2.5,5,2.5,4.5, diversity, low,2,2,3.974391089
a0281787a96d5d7f03a7c7330cb67af6,7,6.5,6,4,6, popularity, high,4,5,4.165099324
a1f91d9d2b7b9b6a721b155b202360f5,5.5,6,4,4.5,5, serendipity, high,1,3,4.132081415
63c764b40b303efb2e178105df45aa07,6,4.5,4,5.5,2.5, popularity, low,3,4,4.414978847
aacbd7acf4e876c3752ea5f00d2d696c,5,6,6,6,4.5, popularity, low,3,3,4.414978847
b9bfbe1d5cdb0990a6ab685ff5ecb6b7,3.5,6.5,7,5.5,1.5, diversity, low,3,3,4.075633116
8da9edc6526923ab0b2145f3c1a77afb,3.5,4,5,5,3, serendipity, high,3,1,4.051695932
f838d1d132a5028c86ea7b6466d27245,3.5,4,6,5,1.5, serendipity, low,3,4,4.461915038
7ecafea7df42ae286dd2f8ae7c03e11e,5,2.5,4.5,5,2, serendipity, low,3,4,3.630272091
1b938e470be180067ffe243ff6d4444c,7,4.5,3.5,2,6, serendipity, medium,3,4,3.267361589
b6bf9e843777fc00048785d5babce87e,4,3.5,4.5,5,3.5, popularity, medium,1,3,4.502126154
c71e29336f8f830afe3e7d8f71948456,4,4,4,4,3, serendipity, high,3,3,4.183163618
26bf016aead3482fc145b5e2a5617ccc,4.5,6.5,5.5,4.5,1.5, serendipity, high,4,5,4.848611455
6f95f50087b897bbd187d6ec85134203,6.5,4,4.5,3.5,1.5, all, default,4,4,4.178777153
4cbbc1e9c34181307b0897224c4a4cb7,5.5,2.5,3.5,4.5,2, popularity, high,4,4,4.546821857
26a31aa56d3ea83b8afb08dfec49b0b3,6.5,6,4,4,4.5, diversity, low,4,4,4.531346795
48c8ef341364854c2728e7105b494193,6,3.5,6.5,6.5,5, popularity, medium,4,4,4.526257967
9c5b80796c75f9f0b06a81955f8f5e44,6.5,4.5,3,5.5,2.5, diversity, medium,4,4,4.815963088
3cd0ce2ce253d0f561af971c7d589c67,3.5,4,2.5,3,5, serendipity, medium,3,3,4.092062017
187a6ad4e0378999425a6ba5663acacb,6,5.5,5,7,2, serendipity, medium,4,5,4.835394473
5251c36a5e4898da28a44a17b065a6b6,4.5,2.5,4.5,2.5,2, serendipity, high,1,3,3.980614176
bc73054908f7463eab72e7badd93b731,3.5,4.5,5.5,2.5,3, serendipity, medium,4,4,4.329103247
2c72df91a539f8e0fc2752c49b01c207,5,4,5.5,4,4, serendipity, medium,3,4,4.341311984
648ef6c1e103aa153fa75d548fa03ad9,5.5,6.5,6,5.5,2, diversity, medium,2,4,4.931887958
d8e59db65c4c2f7bfea129d1c2d51b27,5.5,2,3.5,3.5,1, all, default,2,3,4.565802985
0d5fafa4b63b00e93102c2caffb735a6,2.5,5.5,5,6,3.5, all, default,3,2,4.087549969
9fabc3542b20dea36456876b0479646c,1,4,4,7,1, popularity, medium,5,5,4.497901696
387b2fe9ea4e275eb0f061ef18d8cdd5,7,5.5,2.5,4.5,1.5, diversity, high,2,2,4.587518332
4875dc91590a58beff272ae7132b6ce4,6,4,6,5.5,2, serendipity, medium,2,2,4.51388939
5d2fe5897dab4591b33f7b4ac8a1e88b,4.5,5,2.5,3,3, popularity, medium,2,4,4.085667097
c8b6a7879731a1c4508d5edb581544d9,5,4,3,3,6.5, popularity, high,5,5,4.231026398
b87e580de57065bc96fa53b7b182f5d5,5.5,2,3.5,3,4.5, diversity, medium,2,4,3.943856051
1e4c3df3f3db6c1cdfb8716b1c241fee,5.5,4,3,3,5.5, all, default,2,2,5.050959732
311400edc75d56330b2c1d89aeac099c,4.5,5.5,2,4,5, diversity, low,4,3,4.317409039
251eca7a69cd49ea829394e235cfad1e,5,6,5,3,1.5, serendipity, medium,3,3,3.6789663
a84802367300a64230f82d01407fc965,6,6,6,6,2.5, serendipity, high,4,4,4.454390832
b5a3bfc11dc90c5f5ba71d0355fc7da2,6.5,2.5,3.5,2,3.5, serendipity, high,2,3,4.341143734
7153f08d2dba7a8619c0226c5c3c8904,6,3,6.5,6.5,1, diversity, medium,4,4,4.276283872
e22344d1e89080f681f809c1b4e1a5be,5,4.5,6,3,4.5, serendipity, medium,3,3,4.289763102
479d120f05835f8b4b123b7144ff6601,5.5,5.5,5,6.5,4, all, default,2,2,4.376281405
2d32b323bb441af9f87ee6d4ac8345ec,4.5,4.5,5,5.5,3, diversity, high,4,3,3.957889799
5da519f686326756c37f78bfcf82ec90,6.5,4,4.5,6,3.5, serendipity, medium,4,4,4.339869907
0919dc7fd5add84e2c25dd10afc9163b,6,4.5,3,6,6, popularity, medium,2,2,4.262336446
ef4540578656b9a1acf9fc13ae5d8011,5.5,4,4.5,7,2.5, popularity, medium,3,3,4.190637398
3db7d411003e2c27d64616a9615a4a00,6.5,4.5,4,6.5,4, all, default,4,5,4.363467547
e3306aac8727cef3e7e7ab78c202cc0b,3,2,4.5,3,2.5, diversity, medium,4,3,4.514511699
973c344c1f17146c1b3419de09233432,6,4.5,3.5,2.5,4.5, all, default,4,4,4.045807448
2f33ef3195b8e26776bbc39f8f08c553,5.5,4.5,4,5,4, diversity, medium,3,5,4.157121077
acfc9b68eacb4fd4bee58941bd0eb9ac,6.5,5.5,4,4.5,2, popularity, low,3,4,4.484130568
b0e4f1fa6808bc72886d13576b20d09c,5,5.5,4,5,2, serendipity, low,4,5,3.712011777
34977ac2a1234df421b3c8622f9956fd,5,4,2.5,4,3, diversity, medium,2,4,4.307957211
d2a16a131dfb876af223faaa83868021,6,5,5,4,3.5, diversity, medium,4,4,4.307957211
89df96f4a4229eef53c1775438665fc2,6,3.5,4.5,4,6, popularity, high,2,2,5.01678214
6cb1897a2a04a64e71e3c94f72622f16,6.5,1.5,4,3.5,4, all, default,1,1,5.031592966
430f9aae513adf0ed5e9cc7a85f1f723,6.5,5,5,2,3.5, all, default,2,3,5.031592966
2149621bd4ab5af7fbd4f9e7c492247a,6.5,3,2.5,7,4, serendipity, medium,1,4,4.261610113
368b3ba047fd0dbb04449608adf95b8b,4.5,4.5,5,5.5,2, diversity, low,3,5,4.534119256
aa5d20511993378fdfff50ab9b8f1422,6,4.5,5.5,5.5,2.5, popularity, medium,2,2,4.048948908
ffff31b8d1dd1486a7fe6914761aa655,5,3,5,4.5,3.5, diversity, low,3,4,4.115699843
ebdd4ab3bd474b6bcae4924ea6cad4f7,6,4,1.5,6,5, all, default,2,1,4.611747028
668b685a92badd50119c373d48f4453c,5.5,3,3.5,5,3, popularity, high,2,3,3.790869344
03117241a2a42f1d60540d5d5fca8b75,5.5,4,4.5,4,4, popularity, low,1,4,4.716092837
e9ac4286e480be4064bdef9726b7ebf4,6,3.5,5,4,4, popularity, medium,4,4,4.185559725
f3113ebe8e2d67e4b248065b282306bb,6,5.5,7,4,5, diversity, medium,2,2,4.741116883
e968bc3b6840025193e5e04181497b8f,6.5,3.5,4.5,4,1, serendipity, high,4,5,4.273569197
d1839b9d03199bef00c57fcafb15016b,5.5,4,4,5,1.5, diversity, high,4,5,4.544490112
5730fc808ef0f350a4c439dda9b4ed03,5,3.5,5.5,6,2.5, popularity, low,3,4,4.784713378
0a1afd5fca0b818d327fbbf4892d12fc,4.5,3.5,6,5.5,3, diversity, high,2,3,5.180342887
c78731d0a6635ed6ac1db6a0e9530f2c,5.5,2.5,3.5,7,1.5, serendipity, low,5,5,4.81974914
54ed05ae278e7b51a9b938dc416db9d0,4.5,5.5,4.5,1.5,4.5, serendipity, medium,1,3,3.991661345
f6601a477f3928de27cc073f80ecd170,6,1.5,2.5,5.5,2.5, serendipity, low,4,4,4.507713554
9545134eae10827caacad8f4ea4c4ea1,7,4,5,7,2.5, all, default,4,4,3.890908333
a3b64300c36aadb8b08c5ca69102d24a,6.5,6.5,4.5,2.5,3.5, diversity, low,4,4,4.77779263
c1318035a54b6f8388bbc351b28a16e0,4.5,3.5,5,4,1.5, all, default,5,5,4.290404301
f7840372da5ad42b5a4b2ce7cc30e3de,3.5,3.5,4,6,4, serendipity, high,4,4,4.463812272
